템플릿명,작업 항목,작성 양식,실무 예시 1,실무 예시 2,체크리스트,실무 가이드,출처
장비검사기록표, ,전원 차단 후 잔류전압 확인 필수,,,,,
장비검사기록표, ,2인 1조 원칙 및 감시자 지정,,,,,
장비검사기록표,📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,,,
점검표작성가이드라인,작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,,,
점검표작성가이드라인,작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,,,
점검표작성가이드라인,작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,,,
점검표작성가이드라인,작업자,성명 기재,홍길동,김민수,,,
점검표작성가이드라인,작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,,,
점검표작성가이드라인,사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",,,
점검표작성가이드라인,위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,,,
점검표작성가이드라인,안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",,,
점검표작성가이드라인,담당자 서명,직접 서명,홍길동,김민수,,,
점검표작성가이드라인,,,,,,,
점검표작성가이드라인,✅ 체크리스트,해당 항목 누락 시 제출 불가,,,,,
, ,작업내용 구체적 작성,,,,,
점검표작성가이드라인, ,감전 예방 장비 사용 여부 확인,,,,,
점검표작성가이드라인, ,담당자 서명 필수,,,,,
점검표작성가이드라인,💡 실무 가이드,작성 전 유의사항,,,,,
점검표작성가이드라인, ,고전압 작업 시 보호구 착용 철저,,,,,
점검표작성가이드라인, ,전원 차단 후 잔류전압 확인 필수,,,,,
점검표작성가이드라인, ,2인 1조 원칙 및 감시자 지정,,,,,
점검표작성가이드라인,📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,,,
중대사고조사보고서,작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,,,
중대사고조사보고서,작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,,,
중대사고조사보고서,작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,,,
중대사고조사보고서,작업자,성명 기재,홍길동,김민수,,,
중대사고조사보고서,작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,,,
중대사고조사보고서,사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",,,
중대사고조사보고서,위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,,,
중대사고조사보고서,안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",,,
중대사고조사보고서,담당자 서명,직접 서명,홍길동,김민수,,,
중대사고조사보고서,,,,,,,
중대사고조사보고서,✅ 체크리스트,해당 항목 누락 시 제출 불가,,,,,
, ,작업내용 구체적 작성,,,,,
중대사고조사보고서, ,감전 예방 장비 사용 여부 확인,,,,,
중대사고조사보고서, ,담당자 서명 필수,,,,,
중대사고조사보고서,💡 실무 가이드,작성 전 유의사항,,,,,
중대사고조사보고서, ,고전압 작업 시 보호구 착용 철저,,,,,
중대사고조사보고서, ,전원 차단 후 잔류전압 확인 필수,,,,,
중대사고조사보고서, ,2인 1조 원칙 및 감시자 지정,,,,,
중대사고조사보고서,📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,,,
출입통제관리대장,작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,,,
출입통제관리대장,작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,,,
출입통제관리대장,작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,,,
출입통제관리대장,작업자,성명 기재,홍길동,김민수,,,
출입통제관리대장,작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,,,
출입통제관리대장,사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",,,
출입통제관리대장,위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,,,
출입통제관리대장,안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",,,
출입통제관리대장,담당자 서명,직접 서명,홍길동,김민수,,,
출입통제관리대장,,,,,,,
출입통제관리대장,✅ 체크리스트,해당 항목 누락 시 제출 불가,,,,,
, ,작업내용 구체적 작성,,,,,
출입통제관리대장, ,감전 예방 장비 사용 여부 확인,,,,,
출입통제관리대장, ,담당자 서명 필수,,,,,
출입통제관리대장,💡 실무 가이드,작성 전 유의사항,,,,,
출입통제관리대장, ,고전압 작업 시 보호구 착용 철저,,,,,
출입통제관리대장, ,전원 차단 후 잔류전압 확인 필수,,,,,
출입통제관리대장, ,2인 1조 원칙 및 감시자 지정,,,,,
출입통제관리대장,📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,,,
품질안전보증계획서,작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,,,
품질안전보증계획서,작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,,,
품질안전보증계획서,작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,,,
품질안전보증계획서,작업자,성명 기재,홍길동,김민수,,,
품질안전보증계획서,작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,,,
품질안전보증계획서,사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",,,
품질안전보증계획서,위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,,,
품질안전보증계획서,안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",,,
품질안전보증계획서,담당자 서명,직접 서명,홍길동,김민수,,,
품질안전보증계획서,,,,,,,
품질안전보증계획서,✅ 체크리스트,해당 항목 누락 시 제출 불가,,,,,
, ,작업내용 구체적 작성,,,,,
품질안전보증계획서, ,감전 예방 장비 사용 여부 확인,,,,,
품질안전보증계획서, ,담당자 서명 필수,,,,,
품질안전보증계획서,💡 실무 가이드,작성 전 유의사항,,,,,
품질안전보증계획서, ,고전압 작업 시 보호구 착용 철저,,,,,
품질안전보증계획서, ,전원 차단 후 잔류전압 확인 필수,,,,,
품질안전보증계획서, ,2인 1조 원칙 및 감시자 지정,,,,,
품질안전보증계획서,📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,,,
환경영향평가계획서,작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,,,
환경영향평가계획서,작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,,,
환경영향평가계획서,작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,,,
환경영향평가계획서,작업자,성명 기재,홍길동,김민수,,,
환경영향평가계획서,작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,,,
환경영향평가계획서,사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",,,
환경영향평가계획서,위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,,,
환경영향평가계획서,안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",,,
환경영향평가계획서,담당자 서명,직접 서명,홍길동,김민수,,,
환경영향평가계획서,,,,,,,
환경영향평가계획서,✅ 체크리스트,해당 항목 누락 시 제출 불가,,,,,
, ,작업내용 구체적 작성,,,,,
환경영향평가계획서, ,감전 예방 장비 사용 여부 확인,,,,,
환경영향평가계획서, ,담당자 서명 필수,,,,,
환경영향평가계획서,💡 실무 가이드,작성 전 유의사항,,,,,
환경영향평가계획서, ,고전압 작업 시 보호구 착용 철저,,,,,
환경영향평가계획서, ,전원 차단 후 잔류전압 확인 필수,,,,,
환경영향평가계획서, ,2인 1조 원칙 및 감시자 지정,,,,,
환경영향평가계획서,📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,,,
현장안전점검표,작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,,,
현장안전점검표,작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,,,
현장안전점검표,작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,,,
현장안전점검표,작업자,성명 기재,홍길동,김민수,,,
현장안전점검표,작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,,,
현장안전점검표,사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",,,
현장안전점검표,위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,,,
현장안전점검표,안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",,,
현장안전점검표,담당자 서명,직접 서명,홍길동,김민수,,,
현장안전점검표,,,,,,,
현장안전점검표,✅ 체크리스트,해당 항목 누락 시 제출 불가,,,,,
, ,작업내용 구체적 작성,,,,,
현장안전점검표, ,감전 예방 장비 사용 여부 확인,,,,,
현장안전점검표, ,담당자 서명 필수,,,,,
현장안전점검표,💡 실무 가이드,작성 전 유의사항,,,,,
현장안전점검표, ,고전압 작업 시 보호구 착용 철저,,,,,
현장안전점검표, ,전원 차단 후 잔류전압 확인 필수,,,,,
현장안전점검표, ,2인 1조 원칙 및 감시자 지정,,,,,
현장안전점검표,📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,,,
회전기계점검계획서,작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,,,
회전기계점검계획서,작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,,,
회전기계점검계획서,작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,,,
회전기계점검계획서,작업자,성명 기재,홍길동,김민수,,,
회전기계점검계획서,작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,,,
회전기계점검계획서,사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",,,
회전기계점검계획서,위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,,,
회전기계점검계획서,안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",,,
회전기계점검계획서,담당자 서명,직접 서명,홍길동,김민수,,,
회전기계점검계획서,,,,,,,
회전기계점검계획서,✅ 체크리스트,해당 항목 누락 시 제출 불가,,,,,
, ,작업내용 구체적 작성,,,,,
회전기계점검계획서, ,감전 예방 장비 사용 여부 확인,,,,,
회전기계점검계획서, ,담당자 서명 필수,,,,,
회전기계점검계획서,💡 실무 가이드,작성 전 유의사항,,,,,
회전기계점검계획서, ,고전압 작업 시 보호구 착용 철저,,,,,
회전기계점검계획서, ,전원 차단 후 잔류전압 확인 필수,,,,,
회전기계점검계획서, ,2인 1조 원칙 및 감시자 지정,,,,,
회전기계점검계획서,📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,,,
회의록서식(안전보건),작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,,,
회의록서식(안전보건),작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,,,
회의록서식(안전보건),작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,,,
회의록서식(안전보건),작업자,성명 기재,홍길동,김민수,,,
회의록서식(안전보건),작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,,,
회의록서식(안전보건),사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",,,
회의록서식(안전보건),위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,,,
회의록서식(안전보건),안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",,,
회의록서식(안전보건),담당자 서명,직접 서명,홍길동,김민수,,,
회의록서식(안전보건),,,,,,,
회의록서식(안전보건),✅ 체크리스트,해당 항목 누락 시 제출 불가,,,,,
, ,작업내용 구체적 작성,,,,,
회의록서식(안전보건), ,감전 예방 장비 사용 여부 확인,,,,,
회의록서식(안전보건), ,담당자 서명 필수,,,,,
회의록서식(안전보건),💡 실무 가이드,작성 전 유의사항,,,,,
회의록서식(안전보건), ,고전압 작업 시 보호구 착용 철저,,,,,
회의록서식(안전보건), ,전원 차단 후 잔류전압 확인 필수,,,,,
회의록서식(안전보건), ,2인 1조 원칙 및 감시자 지정,,,,,
회의록서식(안전보건),📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,,,
화학물질관리계획서,작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,,,
화학물질관리계획서,작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,,,
화학물질관리계획서,작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,,,
화학물질관리계획서,작업자,성명 기재,홍길동,김민수,,,
화학물질관리계획서,작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,,,
화학물질관리계획서,사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",,,
화학물질관리계획서,위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,,,
화학물질관리계획서,안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",,,
화학물질관리계획서,담당자 서명,직접 서명,홍길동,김민수,,,
화학물질관리계획서,,,,,,,
화학물질관리계획서,✅ 체크리스트,해당 항목 누락 시 제출 불가,,,,,
, ,작업내용 구체적 작성,,,,,
화학물질관리계획서, ,감전 예방 장비 사용 여부 확인,,,,,
화학물질관리계획서, ,담당자 서명 필수,,,,,
화학물질관리계획서,💡 실무 가이드,작성 전 유의사항,,,,,
화학물질관리계획서, ,고전압 작업 시 보호구 착용 철저,,,,,
화학물질관리계획서, ,전원 차단 후 잔류전압 확인 필수,,,,,
화학물질관리계획서, ,2인 1조 원칙 및 감시자 지정,,,,,
화학물질관리계획서,📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,,,
작업안전분석서(JSA),위험요소 식별,작업 단계별 위험요소 표,5m 이상 고소작업 시 붐 길이·지지점 위치 확인,전원 차단 전 전기작업용 차단기 작동 확인,붐 붕괴 위험요소 점검; 전기차단기 상태 확인; 주변 낙하물 차단망 설치,고소작업 전 붐·케이블 상태 점검; 전원 차단 절차 숙지; 비상탈출 경로 확보,산업안전보건기준에 관한 규칙 §15
Lock-Out/Tag-Out 실행기록부(LOTO),장비 잠금·표찰 기록,잠금장치 번호·설치 위치·시각 표기,펌프 주 밸브 잠금 시각 기록 및 사진 첨부,전원 차단 후 라벨링 완료 여부 확인,잠금장치 종류·번호 점검; 이중 교차 확인 서명; 라벨 훼손 여부 확인,LOTO 전 전체 장비 위험성 평가; 해제 절차 매뉴얼 준수; 기록물 보관 위치 지정,산업안전보건법 제39조·고용부 LOTO 지침
비계 설치·해체 점검표,말뚝·프레임 설치 상태 점검,볼트 토크값·수직·수평 수치 기록,말뚝 기초 부위 방수 처리 여부 확인,프레임 수평계 측정값 수치 기록,볼트 토크값 25Nm 이상 확인; 신축 이음부 균열 여부 확인; 방수 실란트 균일 도포,설치 단계별 사진 기록; 해체 시 상부 낙하물 차단망 설치; 작업 전 안전 교육 이수 확인,건설안전규칙 §26
굴착·발파 작업계획서,굴착 깊이 및 안전거리,계측 지점별 깊이·거리 계측값 기록,지하 3m 굴착 시 기존 지하시설물 영향 평가 완료,발파 후 미세먼지 농도 저감율 90% 달성 계획,지중 매설물 탐지 보고서 반영; 안전거리 5m 이상 확보; 보호펜스 설치 완료,발파 전 인근 작업자 대피 완료; 분진 저감을 위한 물분무 시스템 가동; 비상 연락망 숙지,광산안전보칙 §45
용접·절단 작업허가서(Hot Work Permit),화기 위험성 평가,소화기 배치 위치·수량 기록,용접 전 인근 가연물 2m 이내 제거 완료,절단 후 용접부 15분간 냉각 후 검사,소화기 종류·유효성 확인; 가연물 제거 완료 서명; 주변 환기 설비 가동 확인,작업 전 화재감지기 점검; 가스 누출 감지기 교정 확인; 비상 대피 구역 표지 확인,화재예방법 §28
전기설비 점검계획서,접지저항 측정,접지 클램프·장비 모델·측정값 기록,주 변압기 접지저항 5Ω 이하 확인,누전경보기 경보 음량·반응시간 측정,절연장갑 착용 확인; 접지 클램프 결속력 점검; 측정기 교정증 유효 확인,시험 전 차단기 분리 절차 준수; 누전경보기 알람 테스트; 결과 기록 보관,전기사업법 시행규칙 §53
크레인·리프팅 계획서,하중 및 리프팅 경로,하중 중량·경로 장애물 유무 도면 표기,2톤 체인블록 사용 기록,인접 구조물 2m 이격 상태 촬영,하중 시험 리포트 반영; 경로별 장애물 차단망 설치; 장비 정격용량 확인,리프팅 전 리프팅 포인트 검사; 비상정지 절차 숙지; 작업자 무전기 통신 확인,중장비 안전기준 §12
접근통제·출입대장,출입자 및 차량 정보,출입자 성명·소속·출입 시간 기록,외부용역 A업체 08:30~16:30 출입 허가 기록,방진마스크 지급 여부 확인,출입증 발급·반납 확인; 차량 번호판 식별 점검; 출입 시간 일치 여부 확인,차단 게이트 작동 테스트; 비인가 접근 시 알람 시스템 점검; CCTV 녹화 상태 확인,산업안전보건기준 §22
유해화학물질 취급허가서,물질명·용량·위험성 등,취급 전 MSDS 버전·유효기간 확인,폼알데하이드 500L 취급 전 밀폐·환기 절차 완료,작업 후 잔류물 즉시 세척 절차 이행,MSDS 최신판 비치 확인; 응급조치 키트 준비 여부; 누출 감지기 정상 작동 확인,환기 시스템 풍량 검증; 화학물질 취급자 교육 이수 확인; PPE 착용 상태 점검,화학물질관리법 §18
공정안전관리(PSM) 점검표,공정 흐름도 및 위험저장소,위험저장소 위치·재고량 도면 표기,원유펌프 경보음 95dB 정상 작동 확인,비상밸브 셧다운 30초 이내 완료 측정,SOP 반영 여부; PHA 결과 반영 확인; 경보설비 교정증 유효 확인,프로세스 변경 시 PHA 재실시; 비상연락망 최신화; 록아웃 절차 문서화,위험물안전관리법 §34
비상대응·소방훈련 계획서,훈련 시나리오 및 대응조치,소방훈련 일정·참여자 명단 기록,월 1회 1층 출입구 대피 훈련 완료,소화전 각 지점별 사용법 교육 이행,훈련 참여자 서명 확인; 시나리오별 피드백 보고서 작성; 장비 이상유무 점검,훈련 후 개선사항 회의록 작성; 소화전·소화기 점검주기표 반영; 비상대피로 표지판 상태 확인,소방기본법 §20
산재사고 조사보고서,사고 개요 및 원인 분석,사고 발생 일시·장소·참여자 기록,높이 2m에서 추락사고 원인 세부분석,안전난간 설치 후 효과 검증 보고,현장 사진·증언 기록 확인; 원인별 재발방지 대책 수립; 책임자 서명 확인,유사 사고 예방 가이드 작성; 개선 조치 기한 및 담당자 지정; 추적검토 일정 수립,산업안전보건법 §55
개인보호장비(PPE) 착용점검표,PPE 착용 상태 확인,헬멧·안전화 모델·착용 여부 기록,헬멧 크랙 유무 점검,안전화 밑창 마모도 측정,PPE 규정 준수 여부; 교체 주기 관리; 착용 교육 이수 확인,착용법 교육 영상 참고; 보관장소 청결 상태 점검; 착용 전·후 사진 기록,산업안전보건규칙 §17
고소작업발판 점검표,발판 고정 및 난간 상태,볼트 체결 위치·수량 기록,난간 볼트 4곳 체결 확인,발판 하중 150kg 시험 통과,난간 높이·거리 측정; 고정핀 상태 점검; 이상 부위 사진 첨부,발판 설치 각도·수평계 측정; 이탈 방지 장치 작동 확인; 주기적 점검표 작성,산업안전보건규칙 §24
가스측정·환기 기록부,산소 및 유해가스 농도,측정기 교정 일자·농도 수치 기록,작업 전 O₂ 농도 19.5~23.5% 확인,CO 농도 10ppm 이하 유지,측정기 교정증 확인; 팬 가동 상태 기록; 이상 농도 시 알람 이력 확인,감지기 종류별 측정 주기 준수; 환기 후 농도 재측정; 비상 환기 절차 숙지,화학물질안전관리법 §27
소음·진동 측정기록부,소음 및 진동 측정값,측정 위치·시간·장비 모델 기록,작업장 A구역 85dB 측정,진동기기 5m 거리 측정값,측정기 교정증 확인; 작업 간격별 측정값 기록; 보호구 착용 여부 점검,고주파장비 사용 시 차음막 설치; 진동 완충패드 검토; 작업시간 단축 방안 검토,산업안전보건규칙 §29
작업허가서(Confined Space Permit),밀폐공간 진입 절차,가스측정 수치·환기 시간 기록,작업 전 H₂S 농도 10ppm 이하 확인,구조용 밧줄 및 비상인출 장비 준비 확인,진입 전 위험분석 실시; 구조팀 대기여부 확인; 통신장비 상태 점검,진입 시 2인1조 운영; 비상탈출 절차 교육 이수 확인; 환기 시스템 가동 확인,산업안전보건법 §61
화학물질 MSDS 관리대장,물질명·물리·화학적 특성,보관 위치·비치 여부 기록,황산 1L 보관 캐비닛 위치 확인,MSDS 최신판 비치 여부 확인,MSDS 유효기간 확인; 캐비닛 온도 기록; 접근 통제 여부 점검,포집장치 작동 확인; 유해가스 누출 대응 교육; 비치 장소 지도화,화학물질관리법 §12
교통안전 관리계획서,차량 이동 경로 및 속도 제한,유도요원 배치도·속도 표지판 위치 기록,굴삭기 이동 시 우회도로 설정 완료,속도제한 5km/h 표지판 설치 확인,운전자 안전교육 이수 확인; 차량 점검 기록 유지; 경로 이탈 여부 점검,유도요원 순환 근무표 작성; 이동 전 경로 장애물 사전 점검; 비상정차 절차 숙지,도로교통법 §43
용접·절단 화염감시장치 점검표,감시장치 센서 및 경보 확인,배선·배터리 모델·교정일 기록,전극센서 반응 테스트 완료,경보음 75dB 이상 확인,감시장치 교정증 확인; 배터리 잔량 기록; 센서 오작동 이력 점검,화염경계선 설치 기준 준수; 정전 시 대비 예비전원 설계; 정기 시험 절차 숙지,화재예방법 §32
