작업 항목,작성 양식,실무 예시 1,실무 예시 2,템플릿명,템플템릿명
안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",위험성평가보고서,
담당자 서명,직접 서명,홍길동,김민수,위험성평가보고서,
,,,,위험성평가보고서,
✅ 체크리스트,해당 항목 누락 시 제출 불가,,,위험성평가보고서,
 ,작업내용 구체적 작성,,,,위험성평가보고서
 ,감전 예방 장비 사용 여부 확인,,,위험성평가보고서,
 ,담당자 서명 필수,,,위험성평가보고서,
💡 실무 가이드,작성 전 유의사항,,,위험성평가보고서,
 ,고전압 작업 시 보호구 착용 철저,,,위험성평가보고서,
 ,전원 차단 후 잔류전압 확인 필수,,,위험성평가보고서,
 ,2인 1조 원칙 및 감시자 지정,,,위험성평가보고서,
📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,위험성평가보고서,
작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,위험위해방지계획서,
작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,위험위해방지계획서,
작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,위험위해방지계획서,
작업자,성명 기재,홍길동,김민수,위험위해방지계획서,
작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,위험위해방지계획서,
사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",위험위해방지계획서,
위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,위험위해방지계획서,
안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",위험위해방지계획서,
담당자 서명,직접 서명,홍길동,김민수,위험위해방지계획서,
,,,,위험위해방지계획서,
✅ 체크리스트,해당 항목 누락 시 제출 불가,,,위험위해방지계획서,
 ,작업내용 구체적 작성,,,,위험위해방지계획서
 ,감전 예방 장비 사용 여부 확인,,,위험위해방지계획서,
 ,담당자 서명 필수,,,위험위해방지계획서,
💡 실무 가이드,작성 전 유의사항,,,위험위해방지계획서,
 ,고전압 작업 시 보호구 착용 철저,,,위험위해방지계획서,
 ,전원 차단 후 잔류전압 확인 필수,,,위험위해방지계획서,
 ,2인 1조 원칙 및 감시자 지정,,,위험위해방지계획서,
📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,위험위해방지계획서,
작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,응급처치훈련기록표,
작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,응급처치훈련기록표,
작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,응급처치훈련기록표,
작업자,성명 기재,홍길동,김민수,응급처치훈련기록표,
작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,응급처치훈련기록표,
사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",응급처치훈련기록표,
위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,응급처치훈련기록표,
안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",응급처치훈련기록표,
담당자 서명,직접 서명,홍길동,김민수,응급처치훈련기록표,
,,,,응급처치훈련기록표,
✅ 체크리스트,해당 항목 누락 시 제출 불가,,,응급처치훈련기록표,
 ,작업내용 구체적 작성,,,,응급처치훈련기록표
 ,감전 예방 장비 사용 여부 확인,,,응급처치훈련기록표,
 ,담당자 서명 필수,,,응급처치훈련기록표,
💡 실무 가이드,작성 전 유의사항,,,응급처치훈련기록표,
 ,고전압 작업 시 보호구 착용 철저,,,응급처치훈련기록표,
 ,전원 차단 후 잔류전압 확인 필수,,,응급처치훈련기록표,
 ,2인 1조 원칙 및 감시자 지정,,,응급처치훈련기록표,
📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,응급처치훈련기록표,
작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,장비검사기록표,
작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,장비검사기록표,
작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,장비검사기록표,
작업자,성명 기재,홍길동,김민수,장비검사기록표,
작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,장비검사기록표,
사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",장비검사기록표,
위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,장비검사기록표,
안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",장비검사기록표,
담당자 서명,직접 서명,홍길동,김민수,장비검사기록표,
,,,,장비검사기록표,
✅ 체크리스트,해당 항목 누락 시 제출 불가,,,장비검사기록표,
 ,작업내용 구체적 작성,,,,장비검사기록표
 ,감전 예방 장비 사용 여부 확인,,,장비검사기록표,
 ,담당자 서명 필수,,,장비검사기록표,
💡 실무 가이드,작성 전 유의사항,,,장비검사기록표,
 ,고전압 작업 시 보호구 착용 철저,,,장비검사기록표,
 ,전원 차단 후 잔류전압 확인 필수,,,장비검사기록표,
 ,2인 1조 원칙 및 감시자 지정,,,장비검사기록표,
📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,장비검사기록표,
작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,점검표작성가이드라인,
작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,점검표작성가이드라인,
작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,점검표작성가이드라인,
작업자,성명 기재,홍길동,김민수,점검표작성가이드라인,
작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,점검표작성가이드라인,
사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",점검표작성가이드라인,
위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,점검표작성가이드라인,
안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",점검표작성가이드라인,
담당자 서명,직접 서명,홍길동,김민수,점검표작성가이드라인,
,,,,점검표작성가이드라인,
✅ 체크리스트,해당 항목 누락 시 제출 불가,,,점검표작성가이드라인,
 ,작업내용 구체적 작성,,,,점검표작성가이드라인
 ,감전 예방 장비 사용 여부 확인,,,점검표작성가이드라인,
 ,담당자 서명 필수,,,점검표작성가이드라인,
💡 실무 가이드,작성 전 유의사항,,,점검표작성가이드라인,
 ,고전압 작업 시 보호구 착용 철저,,,점검표작성가이드라인,
 ,전원 차단 후 잔류전압 확인 필수,,,점검표작성가이드라인,
 ,2인 1조 원칙 및 감시자 지정,,,점검표작성가이드라인,
📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,점검표작성가이드라인,
작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,중대사고조사보고서,
작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,중대사고조사보고서,
작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,중대사고조사보고서,
작업자,성명 기재,홍길동,김민수,중대사고조사보고서,
작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,중대사고조사보고서,
사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",중대사고조사보고서,
위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,중대사고조사보고서,
안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",중대사고조사보고서,
담당자 서명,직접 서명,홍길동,김민수,중대사고조사보고서,
,,,,중대사고조사보고서,
✅ 체크리스트,해당 항목 누락 시 제출 불가,,,중대사고조사보고서,
 ,작업내용 구체적 작성,,,,중대사고조사보고서
 ,감전 예방 장비 사용 여부 확인,,,중대사고조사보고서,
 ,담당자 서명 필수,,,중대사고조사보고서,
💡 실무 가이드,작성 전 유의사항,,,중대사고조사보고서,
 ,고전압 작업 시 보호구 착용 철저,,,중대사고조사보고서,
 ,전원 차단 후 잔류전압 확인 필수,,,중대사고조사보고서,
 ,2인 1조 원칙 및 감시자 지정,,,중대사고조사보고서,
📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,중대사고조사보고서,
작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,출입통제관리대장,
작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,출입통제관리대장,
작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,출입통제관리대장,
작업자,성명 기재,홍길동,김민수,출입통제관리대장,
작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,출입통제관리대장,
사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",출입통제관리대장,
위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,출입통제관리대장,
안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",출입통제관리대장,
담당자 서명,직접 서명,홍길동,김민수,출입통제관리대장,
,,,,출입통제관리대장,
✅ 체크리스트,해당 항목 누락 시 제출 불가,,,출입통제관리대장,
 ,작업내용 구체적 작성,,,,출입통제관리대장
 ,감전 예방 장비 사용 여부 확인,,,출입통제관리대장,
 ,담당자 서명 필수,,,출입통제관리대장,
💡 실무 가이드,작성 전 유의사항,,,출입통제관리대장,
 ,고전압 작업 시 보호구 착용 철저,,,출입통제관리대장,
 ,전원 차단 후 잔류전압 확인 필수,,,출입통제관리대장,
 ,2인 1조 원칙 및 감시자 지정,,,출입통제관리대장,
📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,출입통제관리대장,
작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,품질안전보증계획서,
작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,품질안전보증계획서,
작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,품질안전보증계획서,
작업자,성명 기재,홍길동,김민수,품질안전보증계획서,
작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,품질안전보증계획서,
사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",품질안전보증계획서,
위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,품질안전보증계획서,
안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",품질안전보증계획서,
담당자 서명,직접 서명,홍길동,김민수,품질안전보증계획서,
,,,,품질안전보증계획서,
✅ 체크리스트,해당 항목 누락 시 제출 불가,,,품질안전보증계획서,
 ,작업내용 구체적 작성,,,,품질안전보증계획서
 ,감전 예방 장비 사용 여부 확인,,,품질안전보증계획서,
 ,담당자 서명 필수,,,품질안전보증계획서,
💡 실무 가이드,작성 전 유의사항,,,품질안전보증계획서,
 ,고전압 작업 시 보호구 착용 철저,,,품질안전보증계획서,
 ,전원 차단 후 잔류전압 확인 필수,,,품질안전보증계획서,
 ,2인 1조 원칙 및 감시자 지정,,,품질안전보증계획서,
📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,품질안전보증계획서,
작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,환경영향평가계획서,
작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,환경영향평가계획서,
작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,환경영향평가계획서,
작업자,성명 기재,홍길동,김민수,환경영향평가계획서,
작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,환경영향평가계획서,
사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",환경영향평가계획서,
위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,환경영향평가계획서,
안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",환경영향평가계획서,
담당자 서명,직접 서명,홍길동,김민수,환경영향평가계획서,
,,,,환경영향평가계획서,
✅ 체크리스트,해당 항목 누락 시 제출 불가,,,환경영향평가계획서,
 ,작업내용 구체적 작성,,,,환경영향평가계획서
 ,감전 예방 장비 사용 여부 확인,,,환경영향평가계획서,
 ,담당자 서명 필수,,,환경영향평가계획서,
💡 실무 가이드,작성 전 유의사항,,,환경영향평가계획서,
 ,고전압 작업 시 보호구 착용 철저,,,환경영향평가계획서,
 ,전원 차단 후 잔류전압 확인 필수,,,환경영향평가계획서,
 ,2인 1조 원칙 및 감시자 지정,,,환경영향평가계획서,
📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,환경영향평가계획서,
작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,현장안전점검표,
작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,현장안전점검표,
작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,현장안전점검표,
작업자,성명 기재,홍길동,김민수,현장안전점검표,
작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,현장안전점검표,
사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",현장안전점검표,
위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,현장안전점검표,
안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",현장안전점검표,
담당자 서명,직접 서명,홍길동,김민수,현장안전점검표,
,,,,현장안전점검표,
✅ 체크리스트,해당 항목 누락 시 제출 불가,,,현장안전점검표,
 ,작업내용 구체적 작성,,,,현장안전점검표
 ,감전 예방 장비 사용 여부 확인,,,현장안전점검표,
 ,담당자 서명 필수,,,현장안전점검표,
💡 실무 가이드,작성 전 유의사항,,,현장안전점검표,
 ,고전압 작업 시 보호구 착용 철저,,,현장안전점검표,
 ,전원 차단 후 잔류전압 확인 필수,,,현장안전점검표,
 ,2인 1조 원칙 및 감시자 지정,,,현장안전점검표,
📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,현장안전점검표,
작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,회전기계점검계획서,
작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,회전기계점검계획서,
작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,회전기계점검계획서,
작업자,성명 기재,홍길동,김민수,회전기계점검계획서,
작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,회전기계점검계획서,
사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",회전기계점검계획서,
위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,회전기계점검계획서,
안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",회전기계점검계획서,
담당자 서명,직접 서명,홍길동,김민수,회전기계점검계획서,
,,,,회전기계점검계획서,
✅ 체크리스트,해당 항목 누락 시 제출 불가,,,회전기계점검계획서,
 ,작업내용 구체적 작성,,,,회전기계점검계획서
 ,감전 예방 장비 사용 여부 확인,,,회전기계점검계획서,
 ,담당자 서명 필수,,,회전기계점검계획서,
💡 실무 가이드,작성 전 유의사항,,,회전기계점검계획서,
 ,고전압 작업 시 보호구 착용 철저,,,회전기계점검계획서,
 ,전원 차단 후 잔류전압 확인 필수,,,회전기계점검계획서,
 ,2인 1조 원칙 및 감시자 지정,,,회전기계점검계획서,
📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,회전기계점검계획서,
작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,회의록서식(안전보건),
작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,회의록서식(안전보건),
작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,회의록서식(안전보건),
작업자,성명 기재,홍길동,김민수,회의록서식(안전보건),
작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,회의록서식(안전보건),
사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",회의록서식(안전보건),
위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,회의록서식(안전보건),
안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",회의록서식(안전보건),
담당자 서명,직접 서명,홍길동,김민수,회의록서식(안전보건),
,,,,회의록서식(안전보건),
✅ 체크리스트,해당 항목 누락 시 제출 불가,,,회의록서식(안전보건),
 ,작업내용 구체적 작성,,,,회의록서식(안전보건)
 ,감전 예방 장비 사용 여부 확인,,,회의록서식(안전보건),
 ,담당자 서명 필수,,,회의록서식(안전보건),
💡 실무 가이드,작성 전 유의사항,,,회의록서식(안전보건),
 ,고전압 작업 시 보호구 착용 철저,,,회의록서식(안전보건),
 ,전원 차단 후 잔류전압 확인 필수,,,회의록서식(안전보건),
 ,2인 1조 원칙 및 감시자 지정,,,회의록서식(안전보건),
📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,회의록서식(안전보건),
작업명,예: 분전반 교체작업,기숙사 분전반 교체,생산동 배전함 점검,화학물질관리계획서,
작업일시,YYYY-MM-DD HH:MM~HH:MM,2025-05-02 09:00~12:00,2025-05-03 13:00~15:00,화학물질관리계획서,
작업장소,설비 위치 기재,기숙사 1층 전기실,생산동 지하 1층,화학물질관리계획서,
작업자,성명 기재,홍길동,김민수,화학물질관리계획서,
작업내용,"교체, 점검, 배선 등",노후 분전반 교체,배전함 누전 점검,화학물질관리계획서,
사용 장비,"테스터기, 절연장갑 등","전기테스터기, 절연장갑","절연방화복, 절연공구",화학물질관리계획서,
위험요인,"감전, 화재, 누전 등",전선 피복 손상으로 인한 감전,과부하로 인한 누전,화학물질관리계획서,
안전조치사항,"차단기 차단, 절연구 사용 등","작업 전 전원 차단, 절연매트 사용","2인1조 작업, 감시자 배치",화학물질관리계획서,
담당자 서명,직접 서명,홍길동,김민수,화학물질관리계획서,
,,,,화학물질관리계획서,
✅ 체크리스트,해당 항목 누락 시 제출 불가,,,화학물질관리계획서,
 ,작업내용 구체적 작성,,,,화학물질관리계획서
 ,감전 예방 장비 사용 여부 확인,,,화학물질관리계획서,
 ,담당자 서명 필수,,,화학물질관리계획서,
💡 실무 가이드,작성 전 유의사항,,,화학물질관리계획서,
 ,고전압 작업 시 보호구 착용 철저,,,화학물질관리계획서,
 ,전원 차단 후 잔류전압 확인 필수,,,화학물질관리계획서,
 ,2인 1조 원칙 및 감시자 지정,,,화학물질관리계획서,
📎 출처,※ 산업안전보건기준에 관한 규칙 및 각종 안전가이드 기준에 따름,,,화학물질관리계획서,
